Audit_ID,Incident_ID,Event_Hash,HMAC_Signature,Previous_Hash,Timestamp,Verification_Status
AUD-9d18f5d41305,ROAD_transverse_crack_0_56,fdbf7bfb93c844323584c08437bdd5432836c2df5849d44dbed906efb51f55f0,cc01aec9df89cbd36c339f0b5a1d5c61d04655f2449afd2b8a3566bc2f47b0fc,50be7e31af996922e80530f883fbf7e79befcbe54c82539b92868e095aa98dbf,2026-09-12T19:21:53.982746,VERIFIED
AUD-4034e9585335,ROAD_pothole_8_60,cfb2f2f70916b493f206ec7d295ce5a1db133492d0ddd4977b829fd3aa15ad63,e72959a15c1088bd095fdaae5e464d44e43b74e525e985f684a323f075f9ce86,fdbf7bfb93c844323584c08437bdd5432836c2df5849d44dbed906efb51f55f0,2026-09-12T19:21:53.983521,VERIFIED
AUD-50505968211d,ROAD_longitudinal_crack_0_76,575af3ff9bdd1f8c960c40ea0b3b7db62748ac599e4455dd5cff33d8ed14219d,651b6b56f6e1319da3a4711206bc222e291b49402a85e600bfbf8a5d8d0891fe,cfb2f2f70916b493f206ec7d295ce5a1db133492d0ddd4977b829fd3aa15ad63,2026-09-12T19:21:53.983896,VERIFIED
AUD-ea0b77e6e8d7,ROAD_pothole_18_210,b1223fc23107450fe6317be94fe8567072fcbee84deb1e10f829e88f4c71b62c,0097110f202130dd8ab895c6274584e0d429072bcb95005a278615b28a5fb7c8,575af3ff9bdd1f8c960c40ea0b3b7db62748ac599e4455dd5cff33d8ed14219d,2026-09-12T19:21:53.984479,VERIFIED
AUD-119ee25db5c5,ROAD_pothole_21_369,23425978d4aa9b6283a413195b5b96d5f47d2b758463d640c7b2a2d638df86d6,374ae47c79af35cc21b7c2cee8ce6fa213c5b75bc1b68576caa03ed47538ae83,b1223fc23107450fe6317be94fe8567072fcbee84deb1e10f829e88f4c71b62c,2026-09-12T19:21:53.985069,VERIFIED
AUD-2e5e77b0bb7d,ROAD_longitudinal_crack_22_417,18fc361118cce3bbfe4f99c72d2f07aa8c4da8285c0b92e8ca75000477cc26e6,b2835f211635618d3b2897d704056e2b05345b0752b440ae93410e30d2cad7bd,23425978d4aa9b6283a413195b5b96d5f47d2b758463d640c7b2a2d638df86d6,2026-09-12T19:21:53.985486,VERIFIED
AUD-284d85fb3166,ROAD_pothole_27_431,88d57c5056dbc2d6a03b9cab18144c1df177b5c721fbe0b50c4cbd9c835259d1,c04fb9e7b540097977e55f1fbabcd36bc80507a51a569ad43e996881acaf7274,18fc361118cce3bbfe4f99c72d2f07aa8c4da8285c0b92e8ca75000477cc26e6,2026-09-12T19:21:53.986001,VERIFIED
AUD-e3653277bf94,ROAD_pothole_31_438,95e5dd4d678428f0fdc28c4a189306e5ac93f913e852991436d6ced61fd5cea1,da7cda6ee86ca11f8837cf85095929cea7b8b5c37e0286bd698c3235f25a08dc,88d57c5056dbc2d6a03b9cab18144c1df177b5c721fbe0b50c4cbd9c835259d1,2026-09-12T19:21:53.986604,VERIFIED
AUD-0e668103fab3,ROAD_pothole_39_484,f7e1109a0c617c36cda0703b750ffd8701282a5bff8636f50c6b309a7299087a,46354df9a970651a21169e519c2648eaab7c2bbf456792205269d8ddef4ce24d,95e5dd4d678428f0fdc28c4a189306e5ac93f913e852991436d6ced61fd5cea1,2026-09-12T19:21:53.987028,VERIFIED
AUD-3155ec05f95d,ROAD_pothole_41_506,507e113c4eab5ce077488e5c0c4a76dc677bc88e7275d49f992bcf07fd854ba5,270fc456675a35e84a135602d873ab326233584d4afb17573530816a239f5fbe,f7e1109a0c617c36cda0703b750ffd8701282a5bff8636f50c6b309a7299087a,2026-09-12T19:21:53.987720,VERIFIED
AUD-b3d83223832b,ROAD_pothole_42_517,9b4c17303068fb1b5d1fc836b5f72bc4fe149ad93000d36985b30644cbb6147f,b1b5da00bc08402932d78ecf706845f85a53d216127675f2b504000589db98fa,507e113c4eab5ce077488e5c0c4a76dc677bc88e7275d49f992bcf07fd854ba5,2026-09-12T19:21:53.988321,VERIFIED
AUD-c5b9eeb2d317,ROAD_alligator_crack_0_1,1893cbfa7e72ff29f9ef2f34ab5a0390d4d5df3fa071b40dddbe547fc8e4c286,75ced05dd365aaeb8bf9e36ef524a062b131e57dfcf3f4a126f76c1ebdefc10b,9b4c17303068fb1b5d1fc836b5f72bc4fe149ad93000d36985b30644cbb6147f,2026-09-12T19:21:53.988879,VERIFIED
AUD-983e4077c9a2,ROAD_longitudinal_crack_1_1,0925476f6d17ebe97e23246a01d48780e9da00ee8e437393beac3dfe22494b79,ab7ca994e80868410178b06b52c35638b498d822aeb227cae004ed1850098825,1893cbfa7e72ff29f9ef2f34ab5a0390d4d5df3fa071b40dddbe547fc8e4c286,2026-09-12T19:21:53.989272,VERIFIED
AUD-a937ad96444f,ROAD_pothole_0_18,e9a53e2190e3dbae42fb396bea426c50dcf19f99d161d2ffa89aa32266c5d56d,b7d99db037eecf4364a345d1605cec8f5e3c0e919bc084ffa10b509d9e84a9c3,0925476f6d17ebe97e23246a01d48780e9da00ee8e437393beac3dfe22494b79,2026-09-12T19:21:53.989700,VERIFIED
AUD-3c6745d50d44,ROAD_pothole_1_19,386d2c784c3f9fef609fc3d7d3ee1e1ca2f264f52ebb5ea0ee2182363d79f30b,6736f35c972c0cf14bfd8985666e9f6a0df1311c28c50cd17341ac3a4e49e92a,e9a53e2190e3dbae42fb396bea426c50dcf19f99d161d2ffa89aa32266c5d56d,2026-09-12T19:21:53.990923,VERIFIED
AUD-858dc61a30df,ROAD_pothole_2_20,70c6c130a2cabb855f41d834f71c190c80f5a248ed023543c53d2b7d9593f183,24f13bc6b1d65ce655ca926e19ffdcc4f1bfa37b722e3a1f6555126a0e70f1ba,386d2c784c3f9fef609fc3d7d3ee1e1ca2f264f52ebb5ea0ee2182363d79f30b,2026-09-12T19:21:53.991378,VERIFIED
AUD-8fea445d945e,ROAD_pothole_3_25,70f385d2d2f73f2c78d3bf90fad48e8aefe2f17e90921ff10e9eabcdb30db808,133c76ad93ea174d485bc7f037f151cbac95c542479a4027baeeef3f179efae1,70c6c130a2cabb855f41d834f71c190c80f5a248ed023543c53d2b7d9593f183,2026-09-12T19:21:53.991840,VERIFIED
AUD-00b7ff2189d0,ROAD_pothole_4_25,6a84fb9f7e05b59ddaf71a8f0d088349556697710be1ddab6944027211aa3c6e,6a5fb0ed140658303e632f47a8d4da23630761336abdd60f8d47919ab5b46c0b,70f385d2d2f73f2c78d3bf90fad48e8aefe2f17e90921ff10e9eabcdb30db808,2026-09-12T19:21:53.992273,VERIFIED
AUD-eb82a810c4a3,ROAD_pothole_5_33,bf81c2a2b35dd54c759653d4d1ab5abb2b3bb59982812db1990a042423e1ad30,41aabc1a4102cc6e8a401c84c9d3e92465b8ed36cf13744d985651b575547867,6a84fb9f7e05b59ddaf71a8f0d088349556697710be1ddab6944027211aa3c6e,2026-09-12T19:21:53.992733,VERIFIED
AUD-c60871cd91de,ROAD_transverse_crack_1_55,50be7e31af996922e80530f883fbf7e79befcbe54c82539b92868e095aa98dbf,b9fa448b3845477acbb55d1fd2dc40338472a7dbbb47de45690a6d97cef3c42c,bf81c2a2b35dd54c759653d4d1ab5abb2b3bb59982812db1990a042423e1ad30,2026-09-12T19:21:53.993656,VERIFIED
AUD-70956b30034b,ROAD_transverse_crack_0_56,fdbf7bfb93c844323584c08437bdd5432836c2df5849d44dbed906efb51f55f0,cc01aec9df89cbd36c339f0b5a1d5c61d04655f2449afd2b8a3566bc2f47b0fc,50be7e31af996922e80530f883fbf7e79befcbe54c82539b92868e095aa98dbf,2026-09-12T19:21:53.994359,VERIFIED
AUD-a51cb90cb3c2,ROAD_pothole_8_60,cfb2f2f70916b493f206ec7d295ce5a1db133492d0ddd4977b829fd3aa15ad63,e72959a15c1088bd095fdaae5e464d44e43b74e525e985f684a323f075f9ce86,fdbf7bfb93c844323584c08437bdd5432836c2df5849d44dbed906efb51f55f0,2026-09-12T19:21:53.994861,VERIFIED
AUD-c8d7e0fd6b1b,ROAD_longitudinal_crack_0_76,575af3ff9bdd1f8c960c40ea0b3b7db62748ac599e4455dd5cff33d8ed14219d,651b6b56f6e1319da3a4711206bc222e291b49402a85e600bfbf8a5d8d0891fe,cfb2f2f70916b493f206ec7d295ce5a1db133492d0ddd4977b829fd3aa15ad63,2026-09-12T19:21:53.995451,VERIFIED
AUD-327f06a04a07,ROAD_pothole_18_210,b1223fc23107450fe6317be94fe8567072fcbee84deb1e10f829e88f4c71b62c,0097110f202130dd8ab895c6274584e0d429072bcb95005a278615b28a5fb7c8,575af3ff9bdd1f8c960c40ea0b3b7db62748ac599e4455dd5cff33d8ed14219d,2026-09-12T19:21:53.995890,VERIFIED
AUD-e0827aba4985,ROAD_pothole_21_369,23425978d4aa9b6283a413195b5b96d5f47d2b758463d640c7b2a2d638df86d6,374ae47c79af35cc21b7c2cee8ce6fa213c5b75bc1b68576caa03ed47538ae83,b1223fc23107450fe6317be94fe8567072fcbee84deb1e10f829e88f4c71b62c,2026-09-12T19:21:53.996566,VERIFIED
AUD-5a5192b6893b,ROAD_longitudinal_crack_22_417,18fc361118cce3bbfe4f99c72d2f07aa8c4da8285c0b92e8ca75000477cc26e6,b2835f211635618d3b2897d704056e2b05345b0752b440ae93410e30d2cad7bd,23425978d4aa9b6283a413195b5b96d5f47d2b758463d640c7b2a2d638df86d6,2026-09-12T19:21:53.997317,VERIFIED
AUD-add0c0051abf,ROAD_pothole_27_431,88d57c5056dbc2d6a03b9cab18144c1df177b5c721fbe0b50c4cbd9c835259d1,c04fb9e7b540097977e55f1fbabcd36bc80507a51a569ad43e996881acaf7274,18fc361118cce3bbfe4f99c72d2f07aa8c4da8285c0b92e8ca75000477cc26e6,2026-09-12T19:21:53.998009,VERIFIED
AUD-f4d163fef615,ROAD_pothole_31_438,95e5dd4d678428f0fdc28c4a189306e5ac93f913e852991436d6ced61fd5cea1,da7cda6ee86ca11f8837cf85095929cea7b8b5c37e0286bd698c3235f25a08dc,88d57c5056dbc2d6a03b9cab18144c1df177b5c721fbe0b50c4cbd9c835259d1,2026-09-12T19:21:53.998484,VERIFIED
AUD-c32d8b0e4f08,ROAD_pothole_39_484,f7e1109a0c617c36cda0703b750ffd8701282a5bff8636f50c6b309a7299087a,46354df9a970651a21169e519c2648eaab7c2bbf456792205269d8ddef4ce24d,95e5dd4d678428f0fdc28c4a189306e5ac93f913e852991436d6ced61fd5cea1,2026-09-12T19:21:53.999154,VERIFIED
AUD-c8598084ae70,ROAD_pothole_41_506,507e113c4eab5ce077488e5c0c4a76dc677bc88e7275d49f992bcf07fd854ba5,270fc456675a35e84a135602d873ab326233584d4afb17573530816a239f5fbe,f7e1109a0c617c36cda0703b750ffd8701282a5bff8636f50c6b309a7299087a,2026-09-12T19:21:53.999648,VERIFIED
AUD-d84638792af3,ROAD_pothole_42_517,9b4c17303068fb1b5d1fc836b5f72bc4fe149ad93000d36985b30644cbb6147f,b1b5da00bc08402932d78ecf706845f85a53d216127675f2b504000589db98fa,507e113c4eab5ce077488e5c0c4a76dc677bc88e7275d49f992bcf07fd854ba5,2026-09-12T19:21:54.000114,VERIFIED
AUD-a3e3cced3234,WATER_1,da15a43053605718452c5c4747efdf546799821c1899c5b725ee78bc9b564e11,a42036d2b6d4ad0240053757255c3d062625b507df2be58e071e1eb00be0a665,9b4c17303068fb1b5d1fc836b5f72bc4fe149ad93000d36985b30644cbb6147f,2026-09-12T19:21:54.000687,VERIFIED
AUD-60a107178f6d,WATER_126,ee6660cdf8f5e260b439e252009580de408b370db06abb16414a28cc3f0d426a,167a0d18f979c9d3629cea5b7e3548b04cdaaeb034a27de7bb06a7a099598da2,da15a43053605718452c5c4747efdf546799821c1899c5b725ee78bc9b564e11,2026-09-12T19:21:54.001160,VERIFIED
AUD-93ad80f13680,WATER_252,9e140e12073c197271ec0be44c5978fc20bfdd02abb787553b1fe2a491c5acc0,1e738a4f1040981414170fa31a3623576f4da7f23502bf91bc1dcd4f205ec4e0,ee6660cdf8f5e260b439e252009580de408b370db06abb16414a28cc3f0d426a,2026-09-12T19:21:54.001634,VERIFIED
AUD-4104c27dcb0f,TEST001,012c36171d25e6cc3eeb20b6ee4afe6eb7c952e1e5535f89f55979b23ebd312a,2f1045f21fdb2ae1766eba82215d413d891df823838e6aef3993d217c0870fa1,9e140e12073c197271ec0be44c5978fc20bfdd02abb787553b1fe2a491c5acc0,2026-09-12T19:21:54.002101,VERIFIED
AUD-59acb3fc4717,PEDESTRIAN_7_11_180,ab6b715362cf50ce73f56f9da48e1d37211605c0e5f1eb7b38c86c26c692d14e,ae531abd7c5fcdb280e5479e179188ce6451f1f91206fc3cff4939e5c14b506f,012c36171d25e6cc3eeb20b6ee4afe6eb7c952e1e5535f89f55979b23ebd312a,2026-09-12T19:21:54.002587,VERIFIED
AUD-64ced99b78a8,PEDESTRIAN_7_12_200,1a5fead9a492fec8a218263f496de57723c564c809bcdf6de708845f2b092e29,e905c189bc86e8a289ad30a328e9158491c21dbe014ea1bd684ef4c11e944901,ab6b715362cf50ce73f56f9da48e1d37211605c0e5f1eb7b38c86c26c692d14e,2026-09-12T19:21:54.003134,VERIFIED
AUD-097f9d656bf8,PEDESTRIAN_14_12_274,a2d10c2dbc91c123c79bc143cbb7d2ea55d143133d2a13492e406b9e3abd11d5,8271431e4b167f4e2cc3ebe1156f72d84606c93b423bc3d6c5cd9664df9a1caf,1a5fead9a492fec8a218263f496de57723c564c809bcdf6de708845f2b092e29,2026-09-12T19:21:54.003652,VERIFIED
AUD-770b8a6e7dfb,PEDESTRIAN_14_15_332,f7a203d049c46c114efd17f576117f50cc046fef808ce0f961d46c7466aaafc8,b5ec0f4fdd4c1dbe0c9426c14a2806b5cab5fdac1014156a2b758c4a1f9c188e,a2d10c2dbc91c123c79bc143cbb7d2ea55d143133d2a13492e406b9e3abd11d5,2026-09-12T19:21:54.004165,VERIFIED
AUD-7cf55c345132,PEDESTRIAN_24_26_508,738dae98a4bda9cca6f5541b524cde2f3c3dce420d7310ccb66c20a12e0d2c05,6ad915fe3c9457527de34ddf1c97ef603f6a3640bfbd5c2d8d106f92aa448730,f7a203d049c46c114efd17f576117f50cc046fef808ce0f961d46c7466aaafc8,2026-09-12T19:21:54.004654,VERIFIED
